,game1,game2
82033,158426,159576
82034,158427,159572
82035,158428,160443
82037,158430,160375
82038,158432,159464
82039,158433,160056
82040,158434,160177
82041,158437,159700
82042,158438,160384
82043,158439,159905
82044,158440,159579
82045,158441,159130
82046,158442,159580
82047,158443,159908
82048,158445,159909
82049,158446,160269
82050,158448,158967
82051,158450,160407
82052,158451,161527
82053,158452,161341
82054,158453,160951
82055,158455,159339
82056,158456,159274
82057,158457,159323
82058,158458,161033
82059,158459,160660
82060,158460,159696
82061,158462,160165
82062,158463,161022
82063,158464,161247
82064,158465,161252
82065,158466,160727
82066,158467,160402
82067,158468,159447
82068,158469,160275
82069,158470,160096
82070,158471,161285
82071,158472,160098
82072,158473,161298
82073,158474,160424
82074,158475,160555
82075,158477,160235
82076,158478,159132
82077,158479,159619
82078,158480,160105
82079,158481,161072
82080,158482,161073
82081,158483,160462
82082,158484,160158
82083,158485,160202
82084,158487,160953
82085,158488,159111
82086,158489,161207
82087,158490,159437
82088,158491,160626
82089,158493,159790
82090,158494,160360
82091,158496,160625
82092,158497,159793
82093,158498,160040
82094,158499,159151
82095,158500,160771
82096,158501,160408
82097,158502,159806
82098,158504,159823
82099,158505,160705
82100,158506,160706
82101,158507,160124
82102,158508,160428
82103,158510,160779
82104,158513,159960
82105,158515,159424
82106,158516,159795
82107,158518,159810
82108,158519,161250
82109,158520,160073
82110,158521,159813
82111,158522,160093
82112,158523,160413
82113,158524,160397
82114,158525,160710
82115,158526,159785
82116,158527,159815
82117,158528,161029
82118,158529,160152
82119,158531,159817
82120,158534,159335
82121,158536,159688
82122,158537,161100
82123,158538,161291
82124,158539,159609
82125,158540,161132
82126,158541,160118
82127,158543,159833
82128,158544,161231
82129,158546,159551
82130,158548,159842
82131,158550,160178
82132,158551,159548
82133,158552,159846
82134,158553,159887
82135,158554,160493
82136,158555,159932
82137,158556,160574
82138,158557,159849
82139,158558,160923
82140,158559,159207
82141,158560,160487
82142,158561,160533
82143,158562,160046
82144,158563,159956
82145,158564,160386
82146,158565,159949
82147,158566,159992
82148,158567,160189
82149,158568,161041
82150,158571,160285
82151,158572,159921
82152,158573,159920
82153,158574,160828
82154,158577,159969
82155,158578,160391
82156,158579,159652
82157,158580,160267
82158,158581,160831
82159,158584,160150
82160,158585,160204
82161,158587,160068
82162,158588,159993
82163,158589,160521
82164,158590,159674
82165,158591,159749
82166,158592,160437
82167,158593,160003
82168,158595,160007
82169,158596,160648
82170,158597,160717
82171,158599,160659
82172,158600,159752
82173,158601,159885
82174,158603,160613
82175,158604,159961
82176,158605,160821
82177,158606,160039
82178,158607,160861
82179,158608,160686
82180,158609,160051
82181,158611,159125
82182,158612,160486
82183,158613,160332
82184,158615,160388
82185,158617,160247
82186,158618,160072
82187,158620,159912
82188,158621,160720
82189,158622,160666
82190,158623,159514
82191,158624,160492
82192,158625,159928
82193,158626,159929
82194,158627,160767
82195,158628,160567
82196,158629,159848
82197,158630,160092
82198,158631,159935
82199,158632,160965
82200,158633,160102
82201,158634,159283
82202,158635,160875
82203,158638,160520
82204,158641,160343
82205,158642,160708
82206,158643,159852
82207,158644,159757
82208,158645,160968
82209,158646,159621
82210,158647,159319
82211,158649,161030
82212,158650,160187
82213,158653,160999
82214,158654,160299
82215,158655,160276
82216,158656,160280
82218,158658,159809
82219,158659,159838
82220,158661,159857
82221,158662,159968
82222,158663,159897
82223,158665,159860
82224,158666,160074
82225,158668,159538
82226,158669,160197
82227,158670,159812
82228,158671,160753
82229,158672,159925
82230,158673,160944
82231,158674,160043
82232,158675,161254
82233,158676,160295
82234,158677,159460
82235,158678,159428
82236,158679,159429
82237,158680,160367
82238,158681,160527
82239,158683,159680
82240,158684,160766
82241,158685,159649
82242,158686,159600
82243,158687,160371
82244,158688,160392
82245,158689,161131
82246,158690,159129
82247,158691,160762
82248,158692,160718
82249,158693,159667
82250,158694,159344
82251,158695,160885
82252,158696,160733
82253,158697,159894
82254,158698,159924
82255,158699,160630
82256,158700,159279
82257,158701,159999
82258,158702,160000
82259,158703,160001
82260,158704,160634
82261,158705,159874
82262,158706,160636
82263,158707,160293
82264,158708,160971
82265,158709,159591
82266,158710,159423
82267,158711,159876
82268,158712,160331
82269,158713,159686
82270,158714,160232
82271,158715,159362
82272,158716,160333
82273,158717,161278
82274,158719,159366
82275,158720,160011
82276,158721,160047
82278,158724,160017
82279,158725,160018
82280,158726,159567
82281,158727,160217
82282,158729,160228
82283,158732,159449
82284,158734,160535
82285,158735,160354
82286,158737,160447
82287,158738,160358
82288,158739,160359
82289,158740,160036
82290,158741,160442
82291,158742,159895
82292,158743,161061
82293,158744,161092
82294,158745,160044
82295,158746,159837
82296,158747,159808
82297,158748,160192
82298,158749,159853
82299,158750,159900
82300,158752,160688
82301,158753,160174
82302,158754,160759
82303,158756,160485
82304,158757,160378
82305,158759,160381
82306,158760,160594
82307,158761,160697
82308,158762,159563
82309,158764,160233
82310,158765,160234
82311,158766,159910
82312,158767,159434
82313,158768,160741
82314,158770,160713
82315,158771,160465
82317,158774,159958
82318,158775,160543
82319,158776,160538
82320,158778,160557
82321,158779,160954
82322,158780,159494
82323,158781,160558
82324,158783,159843
82325,158784,161070
82326,158785,160086
82327,158786,160087
82328,158787,161125
82329,158788,160292
82330,158789,160091
82331,158790,160099
82332,158791,159469
82333,158792,159594
82334,158793,159557
82335,158794,159766
82336,158795,160094
82337,158796,160095
82338,158798,159933
82339,158800,160097
82340,158801,160589
82341,158805,161082
82342,158807,160985
82343,158808,160743
82344,158810,160075
82345,158812,161245
82346,158814,160729
82347,158815,159676
82348,158817,159515
82349,158819,159789
82350,158820,160238
82351,158822,160763
82352,158824,159470
82353,158825,160422
82354,158826,160716
82355,158828,160121
82356,158830,159482
82357,158832,160263
82358,158835,159803
82359,158836,159997
82360,158837,160430
82361,158839,160153
82362,158841,160136
82363,158842,160138
82364,158844,161159
82365,158845,159505
82366,158847,161304
82367,158848,161255
82368,158849,160791
82369,158850,160745
82370,158851,160732
82371,158852,159724
82372,158854,160769
82373,158855,160571
82374,158856,160149
82375,158857,160794
82376,158858,160144
82377,158860,160752
82378,158861,160943
82379,158864,160019
82380,158865,160160
82381,158868,159517
82382,158871,160172
82383,158872,159523
82384,158873,160377
82385,158874,160176
82386,158876,160764
82387,158877,161026
82388,158878,159847
82389,158880,159584
82390,158881,160622
82391,158882,160315
82392,158883,159953
82393,158884,160330
82394,158885,160297
82395,158886,160364
82396,158888,160506
82397,158890,160239
82398,158891,160240
82399,158892,160193
82400,158893,160288
82401,158894,160913
82402,158895,160372
82403,158896,160714
82405,158898,159664
82406,158900,161080
82407,158901,159991
82408,158904,159870
82409,158905,160580
82410,158906,160469
82411,158907,160324
82412,158908,160268
82413,158910,160080
82414,158911,160977
82415,158913,160578
82416,158914,160529
82417,158916,160048
82418,158917,161040
82419,158919,160336
82420,158920,160222
82422,158922,160361
82423,158924,160542
82424,158925,160254
82425,158926,160376
82426,158927,161046
82427,158928,160903
82428,158929,161049
82429,158930,160711
82430,158931,160702
82432,158933,159555
82433,158934,160618
82434,158935,160159
82435,158936,159919
82436,158938,160724
82437,158941,160317
82438,158942,160813
82439,158943,160847
82440,158944,160319
82441,158945,160575
82442,158946,160362
82443,158947,160182
82444,158949,159777
82445,158950,160089
82446,158951,160119
82447,158953,160236
82448,158954,160637
82449,158956,160499
82450,158957,160394
82451,158958,160251
82452,158959,159607
82453,158962,159298
82454,158963,160184
82455,158964,160129
82456,158965,161235
82458,158968,160201
82459,158969,159959
82460,158970,159930
82461,158972,159868
82462,158973,160387
82463,158974,160595
82464,158975,160929
82465,158976,160133
82466,158977,160134
82467,158981,160365
82468,158982,160205
82469,158983,160195
82470,158984,160604
82473,158988,160200
82474,158989,161051
82475,158991,160610
82476,158992,160458
82477,158993,160642
82478,158994,159545
82482,159000,160601
82483,159004,160518
82484,159005,160562
82485,159007,160894
82486,159009,160038
82487,159010,159867
82488,159012,160383
82489,159013,161119
82490,159014,159995
82491,159015,159822
82492,159016,160522
82493,159019,161083
82494,159020,161323
82495,159021,160214
82496,159022,159751
82497,159023,160638
82498,159025,160005
82500,159027,160215
82501,159028,160216
82502,159029,160645
82503,159032,160337
82504,159034,160438
82505,159037,159787
82506,159038,159882
82507,159039,160662
82508,159040,160530
82509,159041,160346
82510,159042,160347
82511,159043,160668
82512,159044,160253
82513,159045,160185
82514,159046,159698
82515,159047,159891
82516,159048,160674
82517,159049,160857
82518,159050,160676
82519,159051,159716
82520,159052,160325
82521,159054,160646
82522,159055,160223
82523,159056,160186
82524,159057,160137
82525,159058,160226
82526,159059,161044
82527,159060,159898
82528,159061,161307
82529,159062,160290
82530,159064,160370
82531,159065,160564
82532,159066,160723
82533,159067,160373
82534,159068,160862
82535,159069,160181
82536,159070,161093
82537,159072,160644
82538,159073,160692
82539,159075,160695
82540,159076,159864
82541,159078,160815
82542,159079,160839
82543,159080,160298
82544,159081,160559
82545,159082,160554
82546,159084,159988
82547,159085,160701
82548,159086,160546
82549,159087,159276
82550,159088,160675
82551,159090,159697
82552,159091,159879
82553,159092,160915
82554,159093,160274
82555,159095,160617
82557,159098,160911
82558,159099,160410
82559,159100,160568
82560,159102,160031
82561,159103,160585
82562,159104,160823
82563,159105,160357
82565,159109,160303
82566,159110,160304
82568,159113,160962
82569,159116,160329
82570,159119,160334
82571,159120,160418
82574,159123,159943
82576,159126,160414
82577,159127,160220
82578,159128,160421
82581,159131,161227
82583,159137,160432
82584,159138,161108
82585,159139,160078
82587,159142,159977
82588,159143,160436
82589,159144,160519
82591,159150,160721
82593,159152,161018
82595,159155,160114
82596,159156,159811
82597,159157,160261
82598,159158,159802
82599,159160,160910
82600,159161,160461
82602,159164,161135
82603,159165,159311
82604,159167,160514
82605,159168,160787
82606,159169,160140
82607,159170,161257
82608,159171,160459
82609,159172,159979
82610,159173,160309
82611,159174,160495
82612,159175,160110
82613,159176,160401
82614,159177,159824
82616,159179,160389
82617,159180,160981
82618,159181,160444
82620,159185,161064
82621,159186,160991
82622,159189,160491
82623,159191,161302
82624,159192,160441
82625,159193,160049
82626,159194,159534
82627,159196,160541
82628,159197,160423
82629,159198,161141
82630,159203,159613
82632,159205,160338
82633,159206,160549
82635,159209,160582
82636,159211,160703
82637,159212,160664
82638,159213,160940
82640,159215,160607
82642,159217,159963
82643,159218,160925
82645,159220,160933
82646,159221,160608
82647,159222,160941
82648,159223,160974
82649,159224,160473
82650,159225,160451
82651,159226,160147
82652,159229,160867
82654,159231,160316
82655,159232,160628
82656,159233,159865
82657,159234,161171
82658,159235,160964
82659,159236,160321
82660,159237,160471
82661,159239,161280
82662,159240,160919
82663,159241,160266
82664,159243,160849
82665,159244,160341
82666,159245,159884
82667,159246,160345
82668,159247,160667
82669,159248,159770
82670,159250,160747
82672,159252,160643
82673,159256,160865
82674,159257,160698
82676,159262,160690
82677,159263,161045
82678,159264,160855
82679,159265,161279
82680,159266,160385
82681,159267,160286
82682,159268,161023
82683,159269,161024
82684,159270,160490
82685,159271,160548
82687,159273,160881
82689,159275,160244
82691,159277,160890
82692,159278,160561
82694,159280,160670
82695,159281,160565
82696,159282,160934
82698,159285,160684
82700,159289,160899
82702,159292,160135
82703,159293,161020
82704,159294,160907
82705,159296,160545
82708,159299,160870
82709,159300,160816
82710,159303,160588
82711,159304,160272
82712,159306,160591
82713,159307,160817
82714,159308,160505
82715,159309,160921
82716,159310,160277
82719,159314,161244
82721,159317,160512
82722,159318,160126
82724,159320,161158
82725,159321,160936
82726,159322,160515
82728,159327,160199
82729,159328,160819
82730,159329,160606
82731,159330,160516
82732,159332,160302
82733,159333,160833
82735,159336,160834
82736,159337,159950
82738,159340,160938
82739,159341,160748
82740,159342,160895
82741,159343,160532
82743,159345,160206
82744,159346,160207
82745,159349,161276
82746,159350,160212
82747,159351,160840
82748,159352,161173
82749,159354,160635
82750,159355,159678
82751,159359,160523
82752,159360,160403
82753,159361,160844
82756,159368,160355
82757,159369,160848
82758,159370,160653
82759,159371,160179
82760,159372,160982
82761,159373,161127
82762,159374,160213
82763,159375,160301
82764,159376,160825
82765,159377,160850
82766,159378,160663
82767,159379,160832
82768,159380,161180
82769,159381,160306
82770,159382,160989
82771,159383,160348
82772,159384,159918
82774,159387,160083
82775,159390,160960
82776,159391,160986
82777,159398,160363
82778,159399,161004
82779,159401,161008
82780,159404,161010
82781,159405,161011
82782,159409,160484
82783,159410,160544
82784,159411,161027
82785,159413,161017
82786,159414,160379
82787,159416,160350
82788,159417,161139
82789,159418,160700
82790,159419,160872
82791,159420,160869
82797,159427,160457
82800,159430,160719
82801,159431,161288
82802,159432,160369
82804,159435,161126
82805,159436,159623
82807,159438,160887
82808,159439,161039
82809,159440,161293
82810,159441,160726
82811,159442,160725
82812,159443,160088
82814,159448,160632
82816,159450,160736
82817,159451,161002
82818,159452,160737
82819,159453,160113
82820,159455,160778
82821,159457,160740
82822,159458,160776
82824,159461,160146
82827,159466,160796
82828,159468,160167
82831,159473,160765
82832,159474,160797
82833,159475,160148
82834,159477,160411
82835,159478,160572
82836,159479,160795
82837,159480,160904
82838,159481,160905
82840,159483,160271
82841,159486,160782
82842,159487,161107
82843,159488,160603
82844,159489,160513
82845,159490,160786
82846,159491,161110
82847,159492,160712
82848,159493,161140
82850,159495,160142
82851,159496,160157
82854,159501,160792
82855,159502,160746
82856,159503,160793
82857,159504,160463
82859,159506,159672
82860,159507,159825
82861,159508,160798
82862,159509,160130
82863,159511,161335
82864,159512,160342
82867,159516,160773
82869,159518,160033
82870,159519,161261
82871,159521,160807
82872,159522,160173
82874,159524,161015
82876,159526,161219
82877,159528,161047
82878,159529,161025
82879,159530,161222
82880,159532,160897
82881,159533,160496
82883,159535,160352
82884,159536,160908
82888,159541,160593
82894,159549,160599
82895,159550,159858
82897,159553,160615
82898,159554,160709
82901,159558,160841
82902,159562,160651
82904,159564,160340
82905,159565,161230
82906,159566,160405
82908,159568,159994
82909,159570,160353
82910,159571,161003
82912,159573,160860
82913,159574,160368
82920,159582,161197
82921,159583,160573
82923,159585,160649
82924,159586,161103
82925,159587,160602
82929,159592,160655
82932,159595,160975
82933,159596,161066
82934,159597,160992
82935,159598,160892
82936,159599,160864
82938,159601,160566
82939,159602,161067
82941,159605,160814
82944,159608,160707
82946,159610,160264
82947,159611,161198
82948,159612,160577
82950,159614,160498
82951,159615,160775
82952,159616,160863
82955,159620,161152
82957,159622,161236
82959,159624,160780
82961,159627,160534
82963,159630,160922
82965,159632,160878
82966,159633,160879
82967,159634,160966
82968,159636,160282
82969,159637,160284
82971,159639,160509
82972,159640,161246
82973,159641,160287
82974,159642,160893
82975,159643,160932
82976,159644,160547
82977,159645,160291
82978,159646,161301
82979,159647,160525
82982,159650,160942
82983,159651,161000
82985,159653,160959
82987,159655,160682
82988,159656,160609
82989,159658,161256
82990,159659,160658
82991,159660,161258
82992,159661,160460
82993,159662,160883
82994,159663,160884
82997,159669,160246
82998,159670,160627
83001,159675,160517
83003,159677,160969
83005,159679,161160
83008,159683,160524
83009,159684,160474
83010,159685,161229
83014,159691,160978
83015,159692,160550
83016,159693,160980
83017,159694,160556
83018,159695,160526
83022,159699,161289
83024,159701,160987
83025,159702,160531
83026,159703,160988
83027,159705,161274
83028,159706,160141
83029,159707,160669
83030,159708,161296
83032,159712,160619
83034,159714,160882
83035,159715,161090
83037,159717,161042
83038,159719,160851
83039,159720,160683
83040,159721,161005
83041,159722,161006
83042,159723,161308
83044,159726,161315
83045,159729,161094
83046,159730,161095
83047,159734,160058
83048,159736,160502
83049,159737,160976
83050,159738,160488
83053,159741,160560
83055,159743,160852
83056,159745,161330
83057,159746,160180
83059,159748,161084
83061,159750,161081
83064,159753,161146
83065,159754,160454
83068,159759,160592
83069,159761,161048
83070,159762,160730
83071,159763,161050
83074,159768,161060
83076,159771,160671
83078,159773,161062
83079,159774,161099
83080,159776,161209
83082,159781,160731
83083,159782,161077
83084,159784,160994
83091,159792,160587
83095,159799,160891
83099,159804,161151
83100,159805,160551
83108,159814,160770
83117,159827,160784
83118,159829,161179
83119,159832,160805
83121,159834,160417
83122,159835,161183
83123,159836,160768
83126,159839,161012
83127,159840,161188
83128,159841,160691
83131,159844,161097
83138,159851,160906
83142,159856,160927
83145,159859,160497
83147,159861,161009
83149,159863,160553
83161,159880,160654
83162,159881,160600
83164,159883,160507
83168,159888,161344
83172,159892,160536
83180,159906,160699
83185,159911,161205
83187,159913,161233
83188,159914,161249
83189,159916,161281
83190,159917,160433
83195,159922,161325
83196,159923,160563
83199,159926,160704
83203,159931,160896
83209,159937,161196
83213,159942,160772
83215,159944,160774
83220,159951,161232
83221,159952,161201
83223,159954,161200
83224,159955,160888
83231,159962,160918
83234,159967,160931
83239,159974,160945
83240,159975,160946
83243,159978,160947
83247,159982,160948
83249,159985,160811
83250,159987,161211
83252,159990,160624
83266,160004,160970
83272,160012,160783
83273,160013,160476
83274,160014,160656
83275,160015,160802
83279,160020,160803
83282,160023,160758
83283,160024,160665
83286,160027,160406
83292,160034,160997
83293,160035,160677
83301,160045,160678
83308,160053,161316
83312,160061,161321
83313,160062,160829
83316,160065,160584
83317,160066,161212
83320,160071,161334
83325,160077,160788
83328,160082,161294
83330,160084,160722
83336,160090,160652
83347,160103,160739
83348,160104,160914
83360,160122,160750
83362,160125,160952
83364,160127,160777
83368,160131,160781
83369,160132,161241
83388,160156,160756
83393,160162,160928
83396,160168,160809
83397,160169,160586
83398,160170,160810
83403,160175,161016
83411,160183,160902
83418,160190,160824
83421,160194,160576
83432,160208,160957
83434,160210,160961
83448,160225,160859
83458,160237,160900
83462,160241,160935
83465,160245,160979
83468,160248,160912
83469,160249,161221
83476,160259,160898
83478,160262,160877
83498,160289,160880
83503,160294,160983
83509,160300,160998
83517,160311,161037
83518,160313,161263
83538,160339,160886
83548,160349,161089
83564,160366,160868
83586,160390,160889
83600,160409,161043
83612,160425,161065
83613,160426,161069
83616,160431,161217
83628,160450,161234
83630,160452,161114
83641,160468,161270
83643,160470,161130
83645,160472,161275
83648,160475,161123
83650,160479,161272
83667,160500,161186
83668,160501,161007
83699,160537,161185
83728,160570,161155
83751,159311,160597
83764,160612,161111
83771,160620,161169
83796,160650,161343
83832,160693,161319
83854,160715,161262
83885,160754,161286
83913,160785,161105
83985,160873,161324
84143,159428,161052
84144,160304,161053
84148,159509,161057
84150,160006,161059
84158,158855,161068
84161,159614,161071
84164,159489,161075
84165,158666,161076
84173,160654,161087
84180,160559,161096
84182,159755,161098
84188,158760,161106
84193,160305,161112
84196,158373,161120
84199,158159,161124
84203,161128,161230
84204,158599,161129
84208,159102,161134
84215,160292,161145
84217,159318,161147
84219,158959,161150
84231,159661,161165
84232,160642,161166
84233,158851,161167
84236,159823,161172
84268,159833,161226
84279,158279,161239
84286,160601,161248
84301,161119,161268
84324,158603,161300
84334,160564,161311
84339,158548,161318
84345,158950,161327
84346,158269,161329
84350,159461,161338
84354,159005,161348
84355,158482,161349
84356,161198,161350
84357,158372,161356
84358,158465,161363
84359,160221,161365
84360,160893,161366
84361,158471,161373
84362,158553,161375
84363,158473,161377
84364,159599,161378
84365,158518,161379
84366,160692,161380
84367,158508,161384
84368,158771,161437
84369,159378,161452
84370,160369,161493
84372,160541,161543
84373,161325,161545
84374,159587,161551
84375,161591,163942
84376,161624,166598
84377,161629,164833
84378,161642,164548
84379,161652,165874
84380,161656,164162
84381,161662,165903
84382,161802,163004
84383,161850,163154
84384,161871,162781
84385,161959,163113
84386,162099,162672
84387,162196,162756
84388,162254,163125
84389,162399,166084
84390,162448,163206
84393,162762,165065
84395,162806,166028
84396,162810,166177
84397,162815,166219
84398,162823,165402
84399,162839,166231
84400,162858,165622
84401,162882,164384
84402,162886,164250
84403,162888,166127
84404,162893,165235
84405,162924,165733
84406,162931,166715
84407,162940,165427
84408,162952,166260
84409,162958,166681
84410,162969,164505
84411,162974,165362
84412,162976,166129
84414,163006,165113
84415,163014,166468
84416,163019,165789
84417,163022,165852
84418,163054,164766
84419,163057,166173
84420,163075,164511
84424,163177,164700
84425,163188,164216
84427,163233,166235
84428,163253,164966
84429,163285,165956
84430,163286,166283
84431,163291,165967
84432,163292,165968
84433,163299,165982
84434,163321,165286
84435,163333,166031
84436,163336,165910
84437,163337,166358
84438,163358,166056
84439,163392,166093
84440,163428,166148
84441,163476,164381
84442,163498,166373
84443,163501,166290
84444,163502,166377
84445,163505,166710
84446,163510,166391
84447,163511,166714
84448,163513,166305
84449,163515,166509
84450,163520,165151
84451,163521,165044
84452,163522,165159
84453,163524,165211
84454,163525,165212
84455,163528,165546
84456,163546,164749
84457,163563,165424
84458,163566,165599
84459,163590,166289
84460,163592,166376
84461,163595,164930
84462,163597,166291
84463,163598,166624
84464,163602,166299
84465,163603,166626
84466,163605,166303
84467,163607,165522
84468,163608,166411
84469,163609,166085
84470,163611,166432
84471,163612,166266
84472,163613,165462
84473,163615,165015
84474,163616,165017
84475,163617,166459
84476,163618,165045
84477,163620,165046
84478,163627,163857
84479,163630,165251
84480,163631,166570
84481,163632,164415
84482,163634,165922
84483,163636,165588
84484,163641,165244
84485,163644,165237
84486,163645,164927
84487,163646,165885
84488,163647,164245
84489,163648,164590
84490,163649,164677
84491,163650,165274
84492,163651,164952
84493,163652,165528
84494,163653,165796
84495,163655,165802
84496,163656,166751
84497,163657,166282
84498,163658,164725
84499,163659,165626
84500,163660,165627
84501,163661,165628
84502,163663,165912
84503,163665,165059
84504,163666,166702
84505,163667,166039
84506,163669,165067
84507,163672,164662
84508,163673,165257
84509,163674,164753
84510,163679,165157
84511,163680,165262
84512,163681,165557
84513,163682,165098
84514,163683,165099
84515,163684,165100
84516,163685,165649
84517,163690,166719
84518,163691,165892
84519,163692,164994
84520,163693,166514
84521,163695,164945
84522,163697,165655
84523,163698,164351
84524,163699,164875
84525,163700,165131
84526,163702,165661
84527,163703,165662
84528,163705,165136
84529,163706,165873
84530,163709,165139
84531,163710,165453
84532,163711,166022
84533,163712,165668
84534,163714,165793
84535,163715,165794
84536,163716,164957
84537,163718,164820
84538,163719,166120
84539,163720,166752
84540,163721,165168
84541,163723,164319
84542,163725,164373
84543,163727,165510
84544,163728,164680
84545,163729,165550
84546,163731,166360
84547,163732,166533
84548,163733,166164
84549,163734,166015
84550,163735,165259
84551,163736,166678
84552,163737,166498
84553,163738,166680
84554,163739,165473
84555,163740,165475
84556,163741,165477
84557,163742,165480
84558,163743,166597
84559,163744,165532
84560,163746,164830
84561,163747,165075
84562,163748,165368
84563,163750,165370
84564,163751,166619
84565,163752,165249
84566,163753,166620
84567,163754,165707
84568,163755,165708
84569,163756,165709
84570,163757,165055
84571,163758,164396
84572,163759,166285
84573,163760,166163
84574,163761,166621
84575,163762,165383
84576,163763,164976
84577,163764,165384
84578,163765,166040
84579,163766,166338
84580,163767,164977
84581,163768,165724
84582,163769,165726
84583,163770,165390
84584,163771,166709
84585,163772,164931
84586,163773,164664
84587,163774,164866
84588,163776,165731
84589,163777,165586
84590,163778,165735
84591,163779,165970
84592,163781,165408
84593,163782,164868
84594,163784,165748
84595,163785,166069
84596,163786,165417
84597,163787,165592
84598,163790,166627
84599,163791,165759
84600,163792,165019
84601,163793,165429
84602,163794,165558
84603,163795,164067
84604,163796,166311
84605,163799,164794
84606,163800,165117
84607,163801,165119
84608,163803,165767
84609,163804,165001
84610,163805,165932
84611,163807,164800
84612,163809,165324
84613,163810,165775
84614,163811,165009
84615,163812,165779
84616,163813,164807
84617,163814,165784
84618,163816,164475
84619,163817,164476
84620,163818,165594
84621,163819,165458
84622,163820,164640
84623,163821,166769
84624,163822,165861
84625,163824,164304
84626,163825,165669
84627,163826,166272
84628,163827,165543
84629,163828,166110
84630,163830,165471
84631,163831,166185
84632,163832,166747
84633,163833,166196
84634,163836,166224
84635,163837,165614
84636,163838,164697
84637,163839,165805
84638,163840,166461
84639,163841,166637
84640,163842,166640
84641,163843,164598
84642,163844,164503
84643,163845,164968
84644,163846,166200
84645,163847,165817
84646,163849,166753
84647,163850,164514
84648,163852,166202
84649,163854,165953
84650,163855,164570
84651,163856,165337
84653,163860,165459
84654,163861,165685
84655,163862,165836
84656,163864,166008
84657,163865,166525
84658,163866,166761
84659,163867,166643
84660,163868,165356
84661,163869,166645
84662,163871,166191
84663,163872,165214
84664,163873,164863
84665,163876,164978
84666,163877,165920
84667,163878,165587
84668,163879,165260
84669,163880,164934
84670,163881,165409
84671,163882,164579
84672,163883,164869
84673,163884,166070
84674,163885,165364
84675,163886,165365
84676,163887,165891
84677,163888,165419
84678,163889,166170
84679,163890,164996
84680,163891,165698
84681,163892,165871
84682,163893,165776
84683,163895,165670
84684,163896,165336
84685,163897,165339
84686,163898,165340
84687,163899,165341
84688,163900,166481
84689,163904,165869
84690,163905,165537
84691,163906,165870
84692,163907,166721
84693,163911,166743
84694,163912,166447
84695,163913,165901
84696,163914,166757
84697,163915,166760
84698,163916,165551
84699,163917,165882
84700,163918,166041
84701,163919,165070
84702,163920,166212
84703,163921,164414
84704,163922,165083
84705,163923,165263
84706,163924,165972
84707,163925,164900
84708,163926,166071
84709,163927,166256
84710,163928,165856
84711,163929,164585
84712,163930,165937
84713,163932,164587
84714,163935,165608
84715,163936,164483
84716,163937,166519
84717,163938,166275
84718,163940,165801
84719,163941,166189
84721,163943,165489
84722,163944,166487
84723,163945,165905
84724,163947,166236
84725,163948,166237
84726,163949,165516
84727,163950,165579
84728,163951,166703
84729,163952,166368
84730,163953,165299
84731,163954,165693
84732,163956,165694
84733,163957,166386
84734,163958,165086
84735,163959,165202
84736,163961,165738
84737,163962,165740
84738,163964,165589
84739,163966,166579
84740,163967,166250
84741,163968,166254
84742,163969,165425
84743,163970,165273
84744,163971,164591
84745,163972,165120
84746,163973,165598
84747,163974,165978
84748,163975,165934
84749,163976,166217
84750,163978,165603
84751,163979,165774
84752,163980,166096
84753,163981,166434
84754,163982,165606
84755,163984,164477
84756,163985,165607
84757,163986,165467
84758,163987,165333
84759,163989,166794
84760,163990,165876
84761,163991,165162
84762,163993,166600
84763,163994,166599
84764,163996,166555
84765,163997,166280
84766,163998,166281
84767,163999,165182
84768,164000,165867
84769,164001,166488
84770,164002,165295
84771,164003,164654
84772,164004,164632
84773,164006,166345
84774,164007,164882
84775,164008,165392
84776,164009,165396
84777,164010,165305
84778,164011,164755
84779,164013,165400
84780,164014,166340
84781,164015,165306
84782,164016,165307
84783,164017,166295
84784,164018,165311
84785,164019,165095
84786,164020,165413
84787,164022,165414
84788,164023,166072
84789,164024,164872
84790,164025,165423
84791,164026,165654
84792,164027,165208
84793,164029,165436
84794,164030,165438
84795,164031,166088
84796,164032,166089
84797,164034,165938
84798,164035,165325
84799,164036,165446
84800,164037,166179
84801,164038,164688
84802,164039,165989
84803,164041,165797
84804,164042,166636
84805,164043,165804
84806,164044,165484
84807,164045,165165
84808,164046,165346
84809,164049,165348
84810,164051,166759
84811,164052,165355
84812,164053,165351
84813,164054,165195
84814,164055,165498
84815,164056,165688
84816,164058,165060
84817,164059,165690
84818,164060,166677
84819,164061,166017
84820,164062,164989
84821,164063,165207
84822,164064,165864
84823,164065,165865
84824,164066,166557
84826,164068,165703
84827,164069,166233
84828,164070,165843
84829,164071,165371
84830,164072,164726
84831,164073,164727
84832,164075,165957
84833,164076,165859
84834,164077,166036
84835,164078,164737
84836,164079,165868
84837,164080,165381
84838,164081,165719
84839,164082,165720
84840,164083,165721
84841,164084,164554
84842,164085,164925
84843,164087,165301
84844,164088,165387
84845,164089,166043
84846,164090,164864
84847,164091,165302
84848,164092,165886
84849,164093,165728
84850,164094,165303
84851,164095,166378
84852,164096,164750
84853,164097,165918
84854,164098,165304
84855,164099,165919
84856,164100,166213
84857,164101,165585
84858,164105,164933
84859,164106,165403
84860,164108,166712
84861,164109,165404
84862,164110,165308
